,price,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,availability_365,host_identity_verified,host_is_superhost,bedrooms_per_person,bathrooms_per_person,past_and_future_popularity,Bondi,Bondi Beach,Coogee,Darlinghurst,Manly,North Bondi,Randwick,Redfern,Surry Hills,Sydney,Apartment,Bed and breakfast,Boutique hotel,Bungalow,Condominium,Cottage,Guest suite,Guesthouse,Hostel,Hotel,House,Loft,Other,Serviced apartment,Townhouse,Villa,Entire home/apt,Hotel room,Private room,Shared room,flexible,luxury_moderate,moderate,strict_14_with_grace_period,super_strict_30,super_strict_60
475,350.0,151.22811000000002,-33.877559999999995,93.0,34.0,5.0,1000.0,150.0,4.0,2.0,2.0,2.0,316.0,1.0,1.0,0.5,0.5,0.10725552050473186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
481,71.0,151.27148,-33.893370000000004,78.0,10.0,3.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
482,201.0,151.27706,-33.88693,93.0,4.0,7.0,500.0,120.0,6.0,1.0,3.0,4.0,197.0,0.0,0.0,0.5,0.16666666666666666,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
484,300.0,151.28431,-33.8851,92.0,22.0,3.0,800.0,90.0,6.0,2.0,3.0,1.0,10.0,1.0,0.0,0.5,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
492,84.0,151.22779,-33.826570000000004,97.0,85.0,2.0,0.0,30.0,4.0,1.0,2.0,2.0,344.0,1.0,0.0,0.5,0.25,0.2463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
493,121.0,151.26731999999998,-33.89164,100.0,4.0,3.0,500.0,75.0,2.0,1.0,2.0,2.0,224.0,1.0,0.0,1.0,0.5,0.017777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
495,275.0,151.21562,-33.87424,98.0,19.0,4.0,300.0,160.0,2.0,1.0,1.0,1.0,30.0,0.0,0.0,0.5,0.5,0.6129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
502,80.0,151.21903999999998,-33.87655,92.0,68.0,2.0,0.0,25.0,2.0,1.0,1.0,1.0,128.0,1.0,0.0,0.5,0.5,0.5271317829457365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
507,595.0,151.27671,-33.64222,96.0,5.0,2.0,0.0,80.0,6.0,2.5,3.0,3.0,67.0,0.0,0.0,0.5,0.4166666666666667,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
508,121.0,151.22133,-33.875209999999996,84.0,9.0,3.0,600.0,75.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,145.0,151.27817,-33.88494,93.0,11.0,5.0,300.0,75.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.5,0.25,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
517,65.0,151.25569,-33.911970000000004,98.0,17.0,1.0,150.0,20.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
518,95.0,151.23827,-33.93934,93.0,15.0,7.0,200.0,0.0,4.0,2.0,2.0,2.0,185.0,0.0,0.0,0.5,0.5,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
520,125.0,151.27043999999998,-33.892379999999996,93.0,3.0,7.0,500.0,120.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
521,80.0,151.24557,-33.9229,94.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,358.0,0.0,0.0,1.0,1.0,0.03899721448467967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
527,150.0,151.22472,-33.87316,96.0,116.0,2.0,0.0,50.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
530,201.0,151.27386,-33.89632,98.0,11.0,3.0,300.0,80.0,2.0,1.0,1.0,1.0,81.0,1.0,0.0,0.5,0.5,0.13414634146341464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
531,180.0,151.28781,-33.80206,92.0,5.0,3.0,0.0,40.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
534,396.0,151.27152,-33.8922,96.0,0.0,4.0,1000.0,120.0,4.0,1.0,2.0,2.0,359.0,1.0,0.0,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
538,601.0,151.2551,-33.91584,93.0,3.0,5.0,500.0,400.0,6.0,2.5,3.0,3.0,334.0,0.0,0.0,0.5,0.4166666666666667,0.008955223880597015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
540,179.0,151.27041,-33.88803,93.0,281.0,2.0,500.0,65.0,2.0,1.0,1.0,1.0,271.0,1.0,1.0,0.5,0.5,1.0330882352941178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
541,76.0,151.25126,-33.91885,89.0,20.0,1.0,500.0,50.0,1.0,1.0,1.0,1.0,265.0,1.0,0.0,1.0,1.0,0.07518796992481203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
543,398.0,151.28476,-33.78488,98.0,9.0,5.0,500.0,150.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.5,0.25,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
544,260.0,151.21598,-33.88709,100.0,48.0,3.0,750.0,150.0,2.0,1.0,1.0,1.0,326.0,1.0,1.0,0.5,0.5,0.14678899082568808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
551,145.0,151.21475,-33.87729,94.0,34.0,2.0,250.0,65.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.25,0.25,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
554,122.0,151.22582,-33.87492,97.0,34.0,2.0,200.0,20.0,3.0,1.0,1.0,1.0,7.0,1.0,0.0,0.3333333333333333,0.3333333333333333,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
563,172.0,151.25988,-33.91519,100.0,65.0,3.0,400.0,145.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.25,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
566,350.0,151.24601,-33.921929999999996,80.0,2.0,3.0,500.0,60.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
569,201.0,151.28277,-33.7979,98.0,63.0,4.0,200.0,0.0,2.0,1.0,1.0,1.0,41.0,1.0,1.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
571,180.0,151.27462,-33.88896,97.0,12.0,2.0,180.0,100.0,2.0,1.0,1.0,1.0,205.0,0.0,1.0,0.5,0.5,0.05825242718446602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
572,125.0,151.26688000000001,-33.89159,96.0,0.0,1.0,200.0,80.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
576,95.0,151.21362,-33.89536,95.0,282.0,1.0,150.0,10.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,199.0,151.27221,-33.89666,90.0,3.0,2.0,500.0,200.0,2.0,1.0,1.0,1.0,242.0,0.0,0.0,0.5,0.5,0.012345679012345678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
580,60.0,151.25355,-33.90822,98.0,9.0,3.0,0.0,40.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
582,170.0,151.25656,-33.89333,90.0,12.0,4.0,900.0,200.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.5,0.25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
583,218.0,151.20695,-33.884479999999996,92.0,108.0,2.0,200.0,100.0,2.0,1.0,1.0,1.0,19.0,0.0,0.0,0.5,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
585,87.0,151.26418,-33.89179,93.0,33.0,2.0,150.0,0.0,2.0,1.0,1.0,1.0,328.0,1.0,0.0,0.5,0.5,0.10030395136778116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
587,121.0,151.27468000000002,-33.88892,88.0,35.0,2.0,500.0,160.0,5.0,1.0,2.0,3.0,320.0,1.0,0.0,0.4,0.2,0.10903426791277258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
593,300.0,151.21886999999998,-33.87466,96.0,0.0,60.0,3000.0,0.0,4.0,2.0,2.0,2.0,365.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
594,260.0,151.27146000000002,-33.89533,95.0,201.0,2.0,1000.0,120.0,7.0,1.0,3.0,4.0,261.0,1.0,1.0,0.42857142857142855,0.14285714285714285,0.767175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
599,1001.0,151.27632,-33.87973,100.0,1.0,3.0,1000.0,200.0,9.0,3.0,4.0,6.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
605,100.0,151.27344,-33.89455,96.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,365.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
606,220.0,151.20702,-33.88855,95.0,78.0,4.0,300.0,50.0,4.0,2.0,2.0,2.0,222.0,1.0,0.0,0.5,0.5,0.34977578475336324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
608,150.0,151.2845,-33.89249,93.0,27.0,4.0,500.0,80.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5,0.25,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
619,1251.0,151.2746,-33.79963,100.0,2.0,3.0,2500.0,150.0,6.0,3.0,3.0,4.0,365.0,1.0,0.0,0.5,0.5,0.00546448087431694,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
623,250.0,151.20938,-33.89506,100.0,3.0,5.0,500.0,150.0,4.0,1.0,2.0,2.0,363.0,1.0,0.0,0.5,0.25,0.008241758241758242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
629,201.0,151.21802,-33.87623,100.0,2.0,7.0,500.0,200.0,2.0,1.0,1.0,1.0,13.0,1.0,1.0,0.5,0.5,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
631,350.0,151.21204,-33.8859,93.0,3.0,14.0,500.0,50.0,2.0,1.5,3.0,1.0,358.0,1.0,0.0,1.5,0.75,0.008356545961002786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
632,70.0,151.20668999999998,-33.89217,98.0,9.0,14.0,0.0,50.0,1.0,1.0,1.0,1.0,301.0,0.0,1.0,1.0,1.0,0.029801324503311258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
636,449.0,151.27518,-33.88089,98.0,11.0,5.0,2000.0,0.0,7.0,2.0,4.0,4.0,204.0,1.0,0.0,0.5714285714285714,0.2857142857142857,0.05365853658536585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
637,201.0,151.22126,-33.869479999999996,96.0,0.0,90.0,0.0,0.0,3.0,2.0,2.0,3.0,90.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
639,160.0,151.28316,-33.88904,92.0,7.0,2.0,300.0,75.0,4.0,1.0,2.0,2.0,106.0,1.0,0.0,0.5,0.25,0.06542056074766354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
640,55.0,151.2115,-33.89431,92.0,34.0,56.0,400.0,45.0,1.0,2.0,1.0,1.0,160.0,1.0,0.0,1.0,2.0,0.2111801242236025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
646,225.0,151.25449,-33.926,100.0,2.0,7.0,300.0,80.0,2.0,1.0,1.0,1.0,19.0,0.0,0.0,0.5,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
653,521.0,151.2477,-33.91727,96.0,0.0,4.0,1000.0,450.0,11.0,2.0,4.0,4.0,1.0,1.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
657,99.0,151.28978999999998,-33.80008,100.0,2.0,1.0,1000.0,80.0,1.0,1.0,1.0,1.0,60.0,1.0,0.0,1.0,1.0,0.03278688524590164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
665,58.0,151.19959,-33.83494,96.0,21.0,2.0,107.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
666,300.0,151.26539,-33.888529999999996,100.0,9.0,5.0,1000.0,80.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.5,0.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
668,205.0,151.28653,-33.79654,99.0,22.0,3.0,200.0,135.0,2.0,1.0,1.0,1.0,176.0,1.0,1.0,0.5,0.5,0.12429378531073447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,111.0,151.2731,-33.89763,96.0,0.0,13.0,200.0,0.0,2.0,1.5,1.0,1.0,364.0,0.0,0.0,0.5,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
